Name,Image,Image SH,#1,Material 1,#2,Material 2,#3,Material 3,#4,Material 4,#5,Material 5,#6,Material 6,Buy,Sell,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Version Added,Unlocked?,Recipes to Unlock,Category,Crafted Item Internal ID,Card Color,DIY Icon Filename,DIY Icon Filename SH,Serial ID,Internal ID,Unique Entry ID
sakura-wood wall,,NA,5,cherry-blossom petal,10,wood,,,,,,,,,NFS,200,NA,NA,Balloons,,cherry-blossom petals,Yes,1.0.0,Yes,0,Wallpaper,4947,pink,RoomTexWallSolidWood00,NA,3451,321,qweZmh7LNTLp9FDiY
salad,,NA,1,tomato,1,carrot,1,potato,1,orange pumpkin,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,14010,color_63,FtrSalad,NA,12201,913,vBaMdk776MJJTvYy2
salad-stuffed tomato,,NA,3,tomato,,,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,13988,color_61,FtrWholesaladTomato,NA,12602,897,izKuFA3SJgofJSwXP
salade de carottes râpées,,NA,3,carrot,,,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,13968,color_61,FtrSaladbowlRapees,NA,12202,877,5Rx2Es7EhMhjsbMvx
salmon bagel sandwich,,NA,2,flour,1,salmon,,,,,,,,,NFS,200,NA,NA,Catching a salmon,,NA,NA,2.0.0,Yes,0,Savory,14119,color_63,FtrBeaglesandSalmon,NA,12415,927,9a4ZaYMs5LxNjS3LJ
salmon sandwich,,NA,2,whole-wheat flour,1,salmon,,,,,,,,,NFS,200,NA,NA,Catching a salmon,,NA,NA,2.0.0,Yes,0,Savory,13976,color_66,FtrSandwichFish,NA,12403,885,mbr2An9mvqLq7zuuq
sandy-beach flooring,,NA,1,sea snail,1,venus comb,1,sand dollar,1,coral,1,giant clam,1,cowrie,NFS,200,NA,NA,Jock villagers,,NA,NA,1.0.0,Yes,0,Floors,4970,white,RoomTexFloorSand00,NA,3860,669,39nh7pMHJthnDFjYE
sardines in oil,,NA,1,anchovy,,,,,,,,,,,NFS,200,NA,NA,Catching an anchovy,,NA,NA,2.0.0,Yes,0,Savory,14181,color_76,FtrJarAnchovy,NA,13621,961,kfXx6ZNkaMXzkgevC
satellite,,NA,10,star fragment,15,iron nugget,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Housewares,1443,silver,FtrSatellite,NA,2222,379,LZgRMaLeBJvSmGPGu
sauna heater,,NA,6,stone,3,iron nugget,3,wood,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,0,Housewares,3689,light gray,FtrStoveSauna,NA,810,374,LmA3DipMGKZb35bBf
sautéed olive flounder,,NA,1,olive flounder,1,skinny mushroom,,,,,,,,,NFS,200,NA,NA,Catching a olive flounder,,NA,NA,2.0.0,Yes,0,Savory,14164,color_68,FtrFishdishPlaice,NA,13504,944,Rdci4YujngekjXNc4
savory bread,,NA,3,flour,1,carrot,1,tomato,1,potato,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,12813,color_66,FtrBreadbasketBunmeal,NA,12804,978,cX9A6zmo2DoW2vD6n
scarecrow,,NA,3,tree branch,5,clump of weeds,,,,,,,,,NFS,200,NA,NA,Cranky villagers,,NA,NA,1.0.0,Yes,0,Housewares,1120,brown,FtrScarecrow,NA,204,655,MWhpvNPWowwPKTPb3
scattered papers,,NA,1,document stack,,,,,,,,,,,NFS,200,NA,NA,Smug villagers,,NA,NA,1.0.0,Yes,100,Housewares,4034,yellow,FtrFloorpapers,NA,2121,463,inzHEDTLeK6KZoiqa
sci-fi flooring,,NA,5,star fragment,1,large star fragment,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Floors,5270,silver,RoomSpFloorSF00,NA,2262,477,HYS6oTgQ85xyP8cuv
sci-fi wall,,NA,5,star fragment,1,large star fragment,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Wallpaper,5510,silver,RoomSpWallSF00,NA,2252,292,e4h5PiReE4wkz2mvY
Scorpio lamp,,NA,3,star fragment,2,Scorpius fragment,2,gold nugget,5,stone,,,,,NFS,200,NA,NA,Celeste,,Scorpio,Yes,1.0.0,Yes,0,Miscellaneous,5962,silver,FtrZodiacScorpio,NA,2307,380,nJbz3cz3Adu75WTG4
sea-bass pie,,NA,3,flour,1,sea bass,,,,,,,,,NFS,200,NA,NA,Catching a sea bass,,NA,NA,2.0.0,Yes,0,Savory,14003,color_62,FtrPieFish,NA,13500,912,v5KDz4FgxGg8QL4Bn
seafood ajillo,,NA,1,tiger prawn,1,squid,1,scallop,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,14183,color_63,FtrSkilletSeafood,NA,12704,963,pcWi9qnLFve6oKgoZ
seafood pizza,,NA,3,flour,1,tiger prawn,2,manila clam,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,14696,color_64,FtrPizzaSeafood,NA,13204,968,aGtLT47mnhdYDAGav
seafood salad,,NA,1,squid,1,sweet shrimp,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,13965,color_68,FtrSaladbowlSeafood,NA,12207,874,qCgeXQGfQRdmfrZ9r
seaweed soup,,NA,2,seaweed,,,,,,,,,,,NFS,200,NA,NA,Basic Cooking Recipes,,NA,NA,2.0.0,Yes,0,Savory,13945,color_69,FtrSoupSeaweed,NA,12106,858,cqzQL63jYyhm7zDje
senmaizuke barrel,,NA,1,30 turnips,,,,,,,,,,,NFS,200,NA,NA,Cranky villagers,,NA,NA,2.0.0,Yes,50,Housewares,14188,white,FtrPicklesTurnip,NA,1981,842,Gp9CQhftz2W5wpGrr
shamrock wand,,NA,3,clump of weeds,3,star fragment,,,,,,,,,NFS,200,NA,NA,Balloons,,Shamrock Day,Yes,1.8.0,Yes,0,Tools,14239,green,ToolStickShamrock,NA,1292,774,8zBmGTvSx4dcXAJhj
shell arch,,NA,3,sea snail,3,venus comb,3,sand dollar,3,coral,3,giant clam,3,cowrie,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,100,Housewares,3977,white,FtrShellArch,NA,3805,175,o6M2coQ6bLoDQsWBm
shell bed,,NA,5,giant clam,3,clay,4,stone,,,,,,,NFS,200,NA,NA,Peppy villagers,,NA,NA,1.0.0,Yes,0,Housewares,3983,white,FtrShellBedW,NA,3803,181,PQaCd4ohLujJeKoLQ
shell fountain,,NA,5,giant clam,3,stone,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,0,Housewares,3982,white,FtrShellFountain,NA,3801,180,FQcXcbtASXK7kdQ9Q
shell lamp,,NA,2,giant clam,3,clay,,,,,,,,,NFS,200,NA,NA,Big Sister villagers,,NA,NA,1.0.0,Yes,0,Miscellaneous,3984,white,FtrShellLamp,NA,3806,182,27oeQoY4DhhmPaEWS
shell music box,,NA,3,giant clam,2,iron nugget,,,,,,,,,NFS,200,NA,NA,Peppy villagers,,NA,NA,2.0.0,Yes,50,Miscellaneous,6830,white,FtrMusicboxShell,NA,3808,425,fuxfDCvRpXYycbj9H
shell partition,,NA,4,venus comb,4,conch,,,,,,,,,NFS,200,NA,NA,Big Sister villagers,,NA,NA,1.0.0,Yes,0,Housewares,3978,white,FtrShellScreen,NA,3804,176,JnmHHHWXPk99xRkwD
shell rug,,NA,3,giant clam,,,,,,,,,,,NFS,200,NA,NA,Peppy villagers,,NA,NA,1.0.0,Yes,0,Rugs,7362,white,RugOtherShellM00,NA,3870,668,pJJzEZ9zTJQvgRdLu
shell speaker,,NA,3,conch,2,iron nugget,,,,,,,,,NFS,200,NA,NA,Big Sister villagers,,NA,NA,1.0.0,Yes,0,Miscellaneous,5150,white,FtrShellMusic,NA,3807,200,WdK7LJ8fbgXe9kfBv
shell stool,,NA,5,cowrie,,,,,,,,,,,NFS,200,NA,NA,Big Sister villagers,,NA,NA,1.0.0,Yes,0,Housewares,3979,white,FtrShellStoolS,NA,3800,177,f4wdMHhuARgmQfdnB
shell table,,NA,7,sand dollar,3,clay,,,,,,,,,NFS,200,NA,NA,Peppy villagers,,NA,NA,1.0.0,Yes,0,Housewares,3980,white,FtrShellTableL,NA,3802,178,RXY6M4BmsWFJNqHAt
shell wand,,NA,3,summer shell,3,star fragment,,,,,,,,,NFS,200,NA,NA,Balloons,,summer shells,Yes,1.0.0,Yes,0,Tools,7586,white,ToolStickShell,NA,4290,534,ZTaYhxtmS2F575QLd
shell wreath,,NA,1,summer shell,1,sea snail,1,sand dollar,1,coral,1,giant clam,1,cowrie,NFS,200,NA,NA,Balloons; Isabelle,,summer shells,Yes,1.0.0,Yes,0,Wall-mounted,4376,white,FtrDoorOrnamentWreathShell,NA,4240,219,k7dondWtbpmYBYHaX
shellfish pochette,,NA,2,giant clam,6,summer shell,,,,,,,,,NFS,200,NA,NA,Balloons,,summer shells,Yes,1.0.0,Yes,0,Equipment,7494,white,BagShoulderShell0,NA,4280,634,yArwqRFy5soMedxMk
shovel,,NA,1,flimsy shovel,1,iron nugget,,,,,,,,,NFS,200,NA,NA,Pretty Good Tools Recipes,Purchase Pretty Good Tools Recipes via Nook Miles Redemption,NA,NA,1.0.0,Yes,0,Tools,2099,beige,ToolScoop,NA,104,281,M3RrgtikixGSNWq24
signpost,,NA,2,hardwood,3,softwood,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,100,Housewares,3588,brown,FtrSignpost,NA,439,213,Z6H8xP4vNMznirGDX
silo,,NA,12,iron nugget,6,hardwood,12,clay,12,stone,,,,,NFS,200,3000,Nook Miles,Nook Miles Redemption,,NA,NA,1.0.0,Yes,0,Housewares,7247,brick,FtrSilo,NA,708,598,6czwDvwNcJ6aLqsPm
simple DIY workbench,,NA,5,hardwood,1,iron nugget,,,,,,,,,NFS,200,NA,NA,Jock villagers,,NA,NA,1.0.0,Yes,0,Housewares,7142,brown,FtrWorkbenchStump,NA,300,494,BBHuZzdLe6H7GEw2R
simple mum crown,,NA,6,green mums,,,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,1.0.0,Yes,200,Equipment,5119,green,CapOrnamentMum3,NA,8205,260,Pib8R6Z4czejLxJK3
simple pillar,,NA,2,clay,2,stone,,,,,,,,,NFS,200,NA,NA,Niko,"Received after donating DIY materials, after 19th HHP house",Happy Home Paradise,Yes,2.0.0,Yes,0,Other,14598,color_55,FtrWallPillarPlain,NA,785,833,ePCJYo8etMd8aPGzN
simple well,,NA,15,stone,1,flimsy shovel,,,,,,,,,NFS,200,2000,Nook Miles,Nook Miles Redemption,,NA,NA,1.0.0,Yes,0,Housewares,2754,light gray,FtrWell,NA,811,36,bFSWqMEdNJZBRALME
simple wooden fence,,NA,6,softwood,,,,,,,,,,,NFS,200,1000,Nook Miles,Nook Miles Redemption,,NA,NA,1.0.0,Yes,0,Other,11711,brown,ItemFenceNatural,NA,588,656,ZGyfJBiFPk58dPFfn
skateboard wall rack,,NA,3,skateboard,2,hardwood,,,,,,,,,NFS,200,NA,NA,Jock villagers,,NA,NA,2.0.0,Yes,50,Wall-mounted,13580,yellow,FtrSkateboardWall,NA,2166,1058,r6WDeiiH3rw65aELw
ski-slope flooring,,NA,8,snowflake,,,,,,,,,,,NFS,200,NA,NA,Balloons,,snowflakes,Yes,1.0.0,Yes,0,Floors,4989,blue,RoomTexFloorGelande00,NA,7060,483,obRJkb8TbaWbaBxAt
ski-slope wall,,NA,8,snowflake,,,,,,,,,,,NFS,200,NA,NA,Balloons,,snowflakes,Yes,1.0.0,Yes,0,Wallpaper,5498,blue,RoomSpWallGelande00,NA,7050,295,GpPrFGQc3wjpPYh2C
sky-egg outfit,,NA,3,sky egg,,,,,,,,,,,NFS,NA,NA,NA,Collecting sky eggs,,Bunny Day (days before); Bunny Day,Yes,1.1.0,Yes,0,Equipment,12453,yellow,TopsTexOnepieceRibNEggsky0,NA,8673,686,weRPdpf2rNKk5M6To
sky-egg shell,,NA,2,sky egg,,,,,,,,,,,NFS,NA,NA,NA,Collecting sky eggs,,Bunny Day (days before); Bunny Day,Yes,1.1.0,Yes,0,Equipment,12443,yellow,CapHatEggsky0,NA,8672,685,dvaSzuxBdqGoQsQtn
sky-egg shoes,,NA,2,sky egg,,,,,,,,,,,NFS,NA,NA,NA,Collecting sky eggs,,Bunny Day (days before); Bunny Day,Yes,1.1.0,Yes,0,Equipment,12459,yellow,ShoesLowcutEggsky0,NA,8674,687,EHXPk3QeW6EZy7pF9
sleigh,,NA,8,wood,,,,,,,,,,,NFS,200,NA,NA,Cranky villagers,,NA,NA,1.0.0,Yes,0,Housewares,7281,brown,FtrSled,NA,442,580,vQCpvpCFNYENPhuKK
slingshot,,NA,5,hardwood,,,,,,,,,,,300,200,NA,NA,Nook's Cranny,,NA,NA,1.0.0,Yes,0,Tools,2822,beige,ToolSlingshot,NA,111,29,Bbew7NAtvtH9wLJrD
small cardboard boxes,,NA,2,cardboard box,,,,,,,,,,,NFS,200,NA,NA,Peppy villagers,,NA,NA,1.0.0,Yes,1,Housewares,3410,yellow,FtrMovingboxS,NA,2134,609,5dYMgBRhSgGpHNRcW
small wooden partition,,NA,10,wood,,,,,,,,,,,NFS,200,NA,NA,Snooty villagers,,NA,NA,2.0.0,Yes,0,Housewares,13574,brown,FtrScreenWoodS,NA,324,1068,rFMut4HWxwhD3zJtN
snack bread,,NA,3,flour,1,sugar,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,12824,color_70,FtrBreadbasketSweet,NA,12803,977,nG59LiHwWiEF38Dph
snazzy pansy wreath,,NA,3,orange pansies,3,blue pansies,3,yellow pansies,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,1.0.0,Yes,100,Wall-mounted,5748,green,FtrDoorOrnamentWreathPansyMix,NA,7858,451,vyxRpZbkGm3iZo9FG
snowflake pochette,,NA,6,snowflake,,,,,,,,,,,NFS,200,NA,NA,Balloons,,snowflakes,Yes,1.0.0,Yes,0,Equipment,7493,blue,BagShoulderSnow0,NA,7080,633,8b7zapAg4LJDda6Tk
snowflake wall,,NA,12,snowflake,,,,,,,,,,,NFS,200,NA,NA,Balloons,,snowflakes,Yes,1.0.0,Yes,0,Wallpaper,4855,blue,RoomTexWallSnowCrystal00,NA,7052,323,m8fufjb9uRvsqguGC
snowflake wreath,,NA,4,snowflake,,,,,,,,,,,NFS,200,NA,NA,Balloons; Isabelle,,snowflakes,Yes,1.0.0,Yes,0,Wall-mounted,4375,blue,FtrDoorOrnamentWreathIce,NA,7040,222,syeDkgGnge76zBJ5y
snowperson head,,NA,1,large snowflake,5,snowflake,,,,,,,,,NFS,200,NA,NA,Snowboy,Reward for making a perfect Snowboy,snowflakes,Yes,1.0.0,Yes,0,Equipment,8609,blue,CapCostumeSnowball0,NA,6680,637,6TuttvHpXz8cBQAqa
space shuttle,,NA,5,star fragment,10,iron nugget,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Housewares,1444,silver,FtrShuttle,NA,2223,381,rh4nYL67r9Cy33pxj
spaghetti marinara,,NA,3,flour,1,tomato puree,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,12838,color_66,FtrPastaTomato,NA,13001,1034,QSFKXkaFaAm9rBFHX
spaghetti napolitan,,NA,3,flour,1,tomato puree,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,12840,color_69,FtrPastaNeapolitan,NA,13002,1033,Hn59YcoKveuzjnN7r
spiky fence,,NA,8,hardwood,,,,,,,,,,,NFS,200,1000,Nook Miles,Nook Miles Redemption,,NA,NA,1.0.0,Yes,0,Other,4358,brown,ItemFenceSharply,NA,584,553,KwQDAafZxyPRLtYFn
spooky arch,,NA,10,orange pumpkin,10,hardwood,3,clay,,,,,,,NFS,200,NA,NA,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (days before); Halloween,Yes,1.5.0,Yes,0,Housewares,4083,purple,FtrHwnArch,NA,5809,205,RBhByrwzg8nnqsJfZ
spooky candy set,,NA,1,orange pumpkin,3,candy,,,,,,,,,NFS,200,NA,NA,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (days before); Halloween,Yes,1.5.0,Yes,0,Miscellaneous,12951,purple,FtrHwnSweets,NA,5805,732,dyC4hLvys8un93KRX
spooky carriage,,NA,30,orange pumpkin,20,hardwood,20,wood,20,softwood,10,iron nugget,,,NFS,200,NA,NA,Jack,Reward for gifting lollipop on Halloween,Halloween,Yes,1.5.0,Yes,0,Housewares,4087,purple,FtrHwnCarriage,NA,5810,208,n6TrytnSYHGe9bASH
spooky chair,,NA,3,orange pumpkin,3,softwood,,,,,,,,,NFS,200,NA,NA,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (days before); Halloween,Yes,1.5.0,Yes,0,Housewares,4089,purple,FtrHwnChairS,NA,5800,210,d2EFid4QeEKToKPTC
spooky cookies,,NA,1,flour,1,orange pumpkin,1,yellow pumpkin,1,white pumpkin,1,green pumpkin,,,NFS,200,NA,NA,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (days before); Halloween,Yes,2.0.0,Yes,0,Sweet,14552,color_74,FtrHwnCookie,NA,15101,1016,ZwsGknzccGPsJ7ct4
spooky fence,,NA,3,orange pumpkin,5,iron nugget,,,,,,,,,NFS,200,NA,NA,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (days before); Halloween,Yes,1.5.0,Yes,0,Other,13275,purple,ItemFenceHalloween,NA,5890,737,CeZmnyqJzePbykYgb
spooky garland,,NA,1,orange pumpkin,1,iron nugget,1,clay,,,,,,,NFS,200,NA,NA,All villagers,Reward for gifting candy on Halloween,Halloween,Yes,1.5.0,Yes,0,Wall-mounted,13222,purple,FtrHwnDecorationWall,NA,5830,734,ujn6dXq5em2zphcob
spooky lantern,,NA,4,orange pumpkin,,,,,,,,,,,NFS,200,NA,NA,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (days before); Halloween,Yes,1.5.0,Yes,0,Miscellaneous,4088,purple,FtrHwnLantern,NA,5803,209,vnyxqjfAdq4QzGzou
spooky lantern set,,NA,4,orange pumpkin,4,clump of weeds,,,,,,,,,NFS,200,NA,NA,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (days before); Halloween,Yes,1.5.0,Yes,0,Housewares,4092,purple,FtrHwnLanternset,NA,5804,212,9g3bAjrNQaArPsJHg
spooky scarecrow,,NA,3,orange pumpkin,4,wood,,,,,,,,,NFS,200,NA,NA,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (days before); Halloween,Yes,1.5.0,Yes,0,Housewares,4084,purple,FtrHwnScarecrow,NA,5807,206,4s5ztCbM9yLi9Pby9
spooky standing lamp,,NA,3,orange pumpkin,5,hardwood,1,clay,,,,,,,NFS,200,NA,NA,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (days before); Halloween,Yes,1.5.0,Yes,0,Housewares,12949,purple,FtrHwnStand,NA,5802,733,jZS8vhJwagkJP5v6q
spooky table,,NA,14,orange pumpkin,10,softwood,,,,,,,,,NFS,200,NA,NA,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (days before); Halloween,Yes,1.5.0,Yes,0,Housewares,4090,purple,FtrHwnTableL,NA,5801,202,uPRm5RYiDS6oeiS3c
spooky table setting,,NA,1,orange pumpkin,1,iron nugget,1,clay,,,,,,,NFS,200,NA,NA,All villagers,Reward for gifting candy on Halloween,Halloween,Yes,1.5.0,Yes,0,Miscellaneous,13223,purple,FtrHwnTablesetting,NA,5806,735,7HGH5jC589CDhb5JG
spooky tower,,NA,7,orange pumpkin,,,,,,,,,,,NFS,200,NA,NA,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (days before); Halloween,Yes,1.5.0,Yes,0,Housewares,4086,purple,FtrHwnTower,NA,5808,207,wcPdQconPscGvPiyi
spooky treats basket,,NA,1,orange pumpkin,2,candy,,,,,,,,,NFS,200,NA,NA,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (days before); Halloween,Yes,1.11.0,Yes,0,Other,14542,purple,ToolBasketHalloween,NA,5892,982,RSgbEQFsoAeQFSNxM
spooky tree,,NA,5,orange pumpkin,10,hardwood,,,,,,,,,NFS,200,NA,NA,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (days before); Halloween,Yes,1.11.0,Yes,0,Housewares,14550,purple,FtrHwnTree,NA,5812,980,pjGZejrBZdQRQCXxk
spooky trick lamp,,NA,4,orange pumpkin,4,iron nugget,,,,,,,,,NFS,200,NA,NA,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (days before); Halloween,Yes,1.11.0,Yes,0,Miscellaneous,14551,purple,FtrHwnbox,NA,5811,981,sj3TG2AwFHwvFKyix
spooky wand,,NA,1,spooky lantern,3,star fragment,,,,,,,,,NFS,200,NA,NA,Jack,Reward for gifting lollipop on Halloween,Halloween,Yes,1.5.0,Yes,0,Tools,13237,purple,ToolStickHalloween,NA,5891,736,NezqnbME9DWhuM88n
squid-ink curry,,NA,3,flour,1,squid,,,,,,,,,NFS,200,NA,NA,Catching a squid,,NA,NA,2.0.0,Yes,0,Savory,14120,color_77,FtrNancurrySquidink,NA,13106,928,cEPu55zJpNmEr4Z7S
squid-ink spaghetti,,NA,3,flour,1,squid,,,,,,,,,NFS,200,NA,NA,Catching a squid,,NA,NA,2.0.0,Yes,0,Savory,12835,color_65,FtrPastaSquidink,NA,13003,1035,pMQh8qdyYAb3PyQQP
stack of books,,NA,5,book,,,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,100,Miscellaneous,1759,yellow,FtrBooks,NA,2100,196,wRs5mmgErDd3guzAD
stacked bottle crates,,NA,2,bottle crate,1,wood,,,,,,,,,NFS,200,NA,NA,Jock villagers,,NA,NA,2.0.0,Yes,50,Miscellaneous,922,yellow,FtrJuicecase,NA,2170,1062,HhoqQr8CFzMsDTWWn
stacked fish containers,,NA,3,fish container,,,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,2.0.0,Yes,50,Housewares,13606,yellow,FtrBasketFishPile,NA,2164,1056,sj5GfFECFkfrB6LwK
stacked magazines,,NA,6,magazine,,,,,,,,,,,NFS,200,NA,NA,Peppy villagers,,NA,NA,1.0.0,Yes,100,Miscellaneous,1861,yellow,FtrMagagine,NA,2111,197,3gMLM9p6vJS37zTZe
stacked senmaizuke barrels,,NA,2,senmaizuke barrel,,,,,,,,,,,NFS,200,NA,NA,Cranky villagers,,NA,NA,2.0.0,Yes,100,Housewares,14187,white,FtrPicklesTurnipPile,NA,1982,841,zp9AkBFdd73aRM6sR
stacked shopping baskets,,NA,5,shopping basket,,,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,2.0.0,Yes,50,Housewares,13210,yellow,FtrShoppingbasket,NA,2163,1055,Rg4tdYk8rX9oCfpAZ
stacked-wood wall,,NA,15,hardwood,,,,,,,,,,,NFS,200,NA,NA,Jock villagers,,NA,NA,1.0.0,Yes,0,Wallpaper,4844,brown,RoomTexWallFireWood00,NA,528,314,NNmn5yJHFnwDWkcRN
stall,,NA,12,wood,,,,,,,,,,,NFS,200,2000,Nook Miles,Nook Miles Redemption,,NA,NA,1.0.0,Yes,0,Housewares,3617,brown,FtrFloat,NA,438,596,Et4TyaGdqojFhBPej
standard umbrella stand,,NA,3,iron nugget,,,,,,,,,,,NFS,200,NA,NA,Cranky villagers,,NA,NA,1.0.0,Yes,0,Housewares,3445,dark gray,FtrUmbrellastand,NA,907,169,vXFQZrMwx56imYidt
star clock,,NA,3,star fragment,1,iron nugget,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Miscellaneous,7253,silver,FtrStarClock,NA,2230,514,2svknEfP5LbMe6Qur
star head,,NA,5,star fragment,,,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Equipment,9862,silver,CapCostumeStar0,NA,2280,628,ruy96poyPqtxc5K4Y
star pochette,,NA,6,star fragment,,,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Equipment,7489,silver,BagShoulderStar0,NA,2281,627,4fJpnNtzwpyCgJcNg
star wand,,NA,1,large star fragment,3,star fragment,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Tools,2544,silver,ToolChangeStick,NA,2291,523,yv5a3yQPS9tmBjhaP
starry garland,,NA,10,star fragment,,,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Wall-mounted,6827,silver,FtrStarDecorationWall,NA,2231,430,9LShEjECc39Sdyxzt
starry wall,,NA,5,star fragment,1,large star fragment,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Wallpaper,5528,silver,RoomSpWallStarPrint00,NA,2251,286,dZ74auFDK9GYNkEnK
starry-sands flooring,,NA,3,summer shell,1,sandy-beach flooring,,,,,,,,,NFS,200,NA,NA,Balloons,,summer shells,Yes,1.0.0,Yes,0,Floors,7239,white,RoomTexFloorSandStar00,NA,4261,667,eR5A2YsGKuygX85s2
starry-skies rug,,NA,1,star fragment,1,large star fragment,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,2.0.0,Yes,100,Rugs,12521,silver,RugRoundZodiacM00,NA,2271,989,iseotF8s3KhwJiCw5
starry-sky wall,,NA,5,star fragment,1,large star fragment,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Wallpaper,5500,silver,RoomSpWallStarSky00,NA,2250,294,k4Fuy56j7X2gnPbhq
steamer-basket set,,NA,6,young spring bamboo,,,,,,,,,,,NFS,200,NA,NA,Balloons,,young spring bamboo,Yes,1.0.0,Yes,0,Miscellaneous,3344,green,FtrBasketsteamer,NA,3003,382,Z7Bb4ApKb6B8pNne2
steel flooring,,NA,7,iron nugget,,,,,,,,,,,NFS,200,NA,NA,Smug villagers,,NA,NA,1.0.0,Yes,0,Floors,4960,dark gray,RoomTexFloorSteel00,NA,955,489,9ey59kSpvYXFaFzLz
steel pillar,,NA,4,iron nugget,,,,,,,,,,,NFS,200,NA,NA,Niko,"Received after donating DIY materials, after 19th HHP house",Happy Home Paradise,Yes,2.0.0,Yes,0,Other,14599,color_53,FtrWallPillarSteel,NA,982,834,ANiQQA4Qm9sADWu3z
steel-frame wall,,NA,8,iron nugget,,,,,,,,,,,NFS,200,NA,NA,Smug villagers,,NA,NA,1.0.0,Yes,0,Wallpaper,4801,dark gray,RoomTexWallSteel00,NA,950,325,zStKcz96GL8oDdLW9
stone arch,,NA,90,stone,,,,,,,,,,,NFS,200,2000,Nook Miles,Nook Miles Redemption,,NA,NA,1.0.0,Yes,0,Housewares,11941,light gray,FtrRockArch,NA,809,652,6nZpvNEdHwxMgNtYC
